Customer ID	Gender	Birth Date	Married	Dependents	Number of Dependents	Country	City	Number of Referrals	Tenure in Months	Avg Monthly Long Distance Charges	Internet Service	Internet Type	Avg Monthly GB Download	Premium Tech Support	Streaming Movies	Streaming Music	Contract	Paperless Billing	Payment Method	Monthly Charge	Total Refunds	Satisfaction Score
5419-JKZNQ	Male	1959/01/13	Yes	No	0	United States	La Mesa	1	30	2.86	Yes	Fiber Optic	19	No	No	No	Month-to-Month	No	Mailed Check	77.9	0.0	3
1409-PHXTF	Male	1947/07/20	Yes	No	0	United States	Lemon Grove	5	54	32.56	Yes	Fiber Optic	16	Yes	Yes	No	Two Year	Yes	Bank Withdrawal	110.45	0.0	4
9591-YVTEB	Male	1947/01/18	No	No	0	United States	National City	0	55	0.0	Yes	DSL	30	No	No	No	Month-to-Month	Yes	Bank Withdrawal	44.85	0.0	3
9309-BZGNT	Male	1955/07/24	Yes	No	0	United States	Pine Valley	7	69	0.0	Yes	DSL	13	No	No	No	One Year	Yes	Credit Card	29.8	0.0	3
8075-GXIUB	Male	1945/12/14	Yes	No	0	United States	Spring Valley	3	9	22.79	No		0	No	No	No	One Year	No	Credit Card	19.85	0.0	3
6723-WSNTY	Female	1951/12/20	Yes	No	0	United States	Del Mar	3	66	6.94	Yes	Fiber Optic	23	Yes	Yes	Yes	One Year	Yes	Credit Card	108.1	0.0	3
2144-BFDSO	Female	1954/06/25	Yes	No	0	United States	Ranchita	1	50	9.18	Yes	Fiber Optic	2	No	Yes	Yes	Month-to-Month	No	Bank Withdrawal	108.75	0.0	3
5647-FXOTP	Female	1953/08/19	Yes	No	0	United States	Santa Ysabel	1	60	36.71	Yes	Fiber Optic	25	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	105.9	0.0	5
6078-VESFR	Male	1946/09/24	Yes	No	0	United States	Vista	1	13	36.57	Yes	Fiber Optic	26	No	No	No	Month-to-Month	No	Bank Withdrawal	70.45	0.0	5
9866-OCCKE	Female	1951/05/17	Yes	No	0	United States	San Diego	1	72	35.04	Yes	Fiber Optic	22	Yes	Yes	No	Two Year	Yes	Mailed Check	109.75	0.0	4
2786-GCDPI	Female	1949/05/22	No	No	0	United States	Pioneertown	0	50	17.65	Yes	Fiber Optic	29	Yes	Yes	No	Month-to-Month	Yes	Bank Withdrawal	104.95	0.0	5
3733-UOCWF	Male	1946/11/27	Yes	No	0	United States	Helendale	5	61	46.65	Yes	Fiber Optic	23	Yes	No	No	One Year	Yes	Bank Withdrawal	85.55	0.0	4
8490-BXHEO	Male	1957/05/31	No	No	0	United States	Lucerne Valley	0	18	38.79	Yes	Fiber Optic	14	No	No	No	Month-to-Month	Yes	Credit Card	80.55	0.0	5
7173-TETGO	Female	1958/07/17	Yes	No	0	United States	Lytle Creek	4	72	32.37	Yes	Fiber Optic	22	No	No	No	Two Year	No	Bank Withdrawal	78.5	0.0	3
6435-VWCCY	Male	1953/01/02	Yes	No	0	United States	Oro Grande	3	65	27.14	Yes	Fiber Optic	26	No	No	No	Two Year	Yes	Credit Card	92.7	0.0	3
6726-NNFWD	Female	1950/05/16	Yes	No	0	United States	Murrieta	10	71	16.26	Yes	Fiber Optic	27	No	Yes	No	Two Year	No	Credit Card	89.45	0.0	4
7856-GANIL	Male	1953/01/10	Yes	No	0	United States	Irvine	1	45	2.38	Yes	Fiber Optic	20	Yes	No	No	One Year	Yes	Bank Withdrawal	98.7	0.0	3
0248-PGHBZ	Female	1955/06/07	No	No	0	United States	San Clemente	0	67	2.57	Yes	Fiber Optic	21	Yes	No	No	Two Year	Yes	Bank Withdrawal	92.45	0.0	4
7472-EQOAV	Male	1948/11/07	Yes	Yes	2	United States	Laguna Niguel	5	71	30.16	Yes	Fiber Optic	19	No	No	No	One Year	Yes	Bank Withdrawal	86.7	0.0	3
5985-BEHZK	Female	1946/02/19	Yes	No	0	United States	Santa Ana	1	72	27.79	Yes	Fiber Optic	10	No	Yes	No	One Year	No	Credit Card	105.0	0.0	5
9279-CJEOJ	Female	1947/10/25	No	No	0	United States	Anaheim	0	21	37.4	Yes	Fiber Optic	16	No	Yes	No	Month-to-Month	Yes	Bank Withdrawal	95.4	0.0	4
8029-XYPWT	Male	1952/04/01	Yes	No	0	United States	Anaheim	1	71	46.82	Yes	Fiber Optic	18	Yes	Yes	No	Two Year	Yes	Bank Withdrawal	115.05	0.0	4
6646-JPPHA	Female	1948/02/09	No	No	0	United States	Fullerton	0	14	48.01	Yes	Fiber Optic	2	No	No	No	Month-to-Month	No	Bank Withdrawal	78.85	0.0	3
7658-UYUQS	Male	1953/10/28	Yes	No	0	United States	Fullerton	0	21	22.3	Yes	Fiber Optic	9	No	No	No	Month-to-Month	No	Bank Withdrawal	86.55	0.0	5
8746-BFOAJ	Male	1945/10/02	No	No	0	United States	Garden Grove	0	21	23.23	No		0	No	No	No	One Year	No	Bank Withdrawal	20.5	0.0	4
8023-QHAIO	Female	1952/09/26	Yes	No	0	United States	Corona	7	56	27.56	Yes	Fiber Optic	29	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	76.85	0.0	3
8133-ANHHJ	Female	1947/04/12	No	No	0	United States	Ventura	0	49	36.47	Yes	Fiber Optic	21	Yes	Yes	Yes	One Year	No	Bank Withdrawal	103.0	0.0	4
1707-HABPF	Female	1959/07/14	No	No	0	United States	Santa Barbara	0	46	11.93	Yes	Fiber Optic	26	No	No	No	One Year	Yes	Bank Withdrawal	91.3	0.0	4
6847-KJLTS	Female	1952/04/10	Yes	No	0	United States	Frazier Park	8	58	47.34	Yes	Fiber Optic	28	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	100.4	0.0	5
4619-EVPHY	Female	1959/08/27	Yes	No	0	United States	Lamont	2	20	38.85	Yes	Fiber Optic	2	No	Yes	Yes	One Year	Yes	Bank Withdrawal	91.0	0.0	5
4462-CYWMH	Male	1959/02/10	Yes	No	0	United States	Lindsay	7	62	27.49	Yes	Fiber Optic	3	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	89.8	0.0	3
9334-GWGOW	Male	1956/09/30	Yes	No	0	United States	Mc Kittrick	2	7	6.81	Yes	Fiber Optic	13	No	No	No	Month-to-Month	Yes	Bank Withdrawal	74.85	0.0	4
4291-HYEBC	Female	1948/02/18	Yes	Yes	3	United States	Weldon	2	28	0.0	Yes	DSL	21	No	Yes	Yes	One Year	Yes	Bank Withdrawal	39.1	0.0	3
1576-PFZIW	Male	1954/12/24	Yes	No	0	United States	Bakersfield	2	70	14.48	Yes	Fiber Optic	7	No	Yes	Yes	Two Year	No	Credit Card	105.35	0.0	4
0147-ESWWR	Female	1951/11/11	Yes	No	0	United States	Atascadero	9	39	20.15	Yes	Fiber Optic	21	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	101.25	0.0	4
1217-VASWC	Male	1947/07/12	Yes	No	0	United States	Avila Beach	10	43	37.09	Yes	Fiber Optic	8	No	Yes	Yes	One Year	Yes	Bank Withdrawal	100.55	0.0	4
2522-WLNSF	Female	1950/03/03	Yes	No	0	United States	Los Olivos	2	34	12.33	Yes	Cable	23	Yes	No	No	One Year	No	Bank Withdrawal	64.2	0.0	4
5327-XOKKY	Male	1945/05/19	Yes	No	0	United States	Santa Maria	7	72	11.26	Yes	Cable	3	No	Yes	Yes	Two Year	Yes	Credit Card	73.45	0.0	3
3312-ZWLGF	Male	1955/09/24	Yes	No	0	United States	Acton	0	29	10.55	Yes	Fiber Optic	2	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	79.3	0.0	5
0795-XCCTE	Male	1944/08/26	No	No	0	United States	Bishop	0	72	26.01	No		0	No	No	No	Two Year	No	Bank Withdrawal	25.4	0.0	3
7072-MBHEV	Female	1947/04/04	Yes	Yes	2	United States	Edwards	8	11	17.66	Yes	Fiber Optic	13	No	No	No	Month-to-Month	Yes	Credit Card	78.1	0.0	5
8050-DVOJX	Male	1957/02/09	No	No	0	United States	Keeler	0	49	43.19	Yes	Cable	10	Yes	Yes	Yes	Two Year	No	Credit Card	81.35	0.0	4
8169-SAEJD	Male	1945/09/27	Yes	No	0	United States	Lancaster	10	69	0.0	Yes	DSL	12	No	Yes	Yes	Two Year	No	Credit Card	56.55	0.0	3
1580-BMCMR	Male	1958/03/19	No	No	0	United States	Tehachapi	0	19	29.8	Yes	Fiber Optic	16	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	87.3	0.0	3
4199-QHJNM	Male	1952/07/26	Yes	No	0	United States	Bass Lake	9	67	48.68	Yes	Fiber Optic	17	Yes	Yes	Yes	Two Year	No	Bank Withdrawal	102.9	0.0	3
5135-GRQJV	Male	1949/08/10	Yes	No	0	United States	Cantua Creek	4	72	5.6	Yes	Fiber Optic	19	Yes	Yes	Yes	Two Year	Yes	Mailed Check	114.5	0.0	3
2384-OVPSA	Female	1959/05/24	No	No	0	United States	Caruthers	0	38	4.09	No		0	No	No	No	Two Year	No	Mailed Check	20.2	0.0	3
1371-WEPDS	Male	1953/01/10	Yes	No	0	United States	Chowchilla	8	40	28.56	Yes	DSL	18	No	Yes	Yes	One Year	No	Bank Withdrawal	55.8	0.0	3
3349-ANQNH	Female	1954/05/31	No	No	0	United States	Del Rey	0	59	24.27	Yes	Fiber Optic	9	No	Yes	Yes	One Year	Yes	Bank Withdrawal	99.5	0.0	5
5937-EORGB	Male	1945/06/12	Yes	No	0	United States	Five Points	9	15	22.83	Yes	Fiber Optic	26	No	No	No	Month-to-Month	Yes	Bank Withdrawal	96.5	0.0	4
5539-HIVAK	Female	1945/11/16	Yes	No	0	United States	Friant	8	28	25.57	No		0	No	No	No	Month-to-Month	No	Mailed Check	25.7	0.0	4
4583-PARNH	Male	1958/11/27	Yes	No	0	United States	Kerman	1	16	15.44	Yes	Fiber Optic	20	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	91.55	0.0	5
1421-HCERK	Male	1949/09/21	Yes	No	0	United States	Lakeshore	6	30	33.48	Yes	Fiber Optic	22	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	105.7	0.0	5
0716-BQNDX	Male	1947/06/26	No	No	0	United States	Madera	0	57	2.21	Yes	Fiber Optic	11	Yes	Yes	Yes	Two Year	No	Bank Withdrawal	93.75	0.0	3
1162-ECVII	Male	1958/07/15	Yes	No	0	United States	Fresno	1	72	18.74	Yes	Fiber Optic	14	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	109.75	0.0	4
8695-ARGXZ	Male	1958/11/29	Yes	No	0	United States	Fresno	1	34	2.07	Yes	Fiber Optic	16	No	No	No	Month-to-Month	Yes	Bank Withdrawal	75.55	0.0	5
1697-NVVGY	Male	1953/03/28	Yes	No	0	United States	Fresno	1	19	30.44	Yes	DSL	26	No	No	No	Month-to-Month	No	Bank Withdrawal	66.4	0.0	4
9112-WSNPU	Female	1959/04/11	No	No	0	United States	Monterey	0	35	16.91	Yes	Fiber Optic	30	No	No	No	Month-to-Month	No	Bank Withdrawal	70.55	0.0	4
4976-LNFVV	Male	1959/04/26	Yes	No	0	United States	Daly City	6	19	0.0	Yes	DSL	14	No	No	No	Month-to-Month	Yes	Credit Card	34.3	0.0	5
2077-MPJQO	Male	1944/04/15	Yes	No	0	United States	Menlo Park	2	7	21.37	Yes	Fiber Optic	21	No	No	No	Month-to-Month	Yes	Bank Withdrawal	75.4	0.0	4
1480-IVEVR	Male	1948/05/11	Yes	No	0	United States	Montara	2	35	4.16	Yes	Fiber Optic	28	No	No	No	One Year	Yes	Bank Withdrawal	81.6	0.0	3
4118-CEVPF	Female	1950/08/29	No	No	0	United States	Redwood City	0	35	32.92	Yes	Fiber Optic	22	Yes	Yes	Yes	One Year	Yes	Bank Withdrawal	110.8	0.0	3
2428-HYUNX	Male	1950/02/16	Yes	No	0	United States	San Francisco	4	44	1.89	No		0	No	No	No	Two Year	Yes	Credit Card	19.35	0.0	5
9693-XMUOB	Male	1959/04/29	Yes	No	0	United States	Palo Alto	4	59	0.0	Yes	Cable	23	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	50.25	0.0	4
1635-NZATJ	Male	1944/09/02	Yes	No	0	United States	Alameda	3	71	37.25	No		0	No	No	No	Two Year	No	Credit Card	25.45	0.0	5
9943-VSZUV	Male	1949/09/08	No	No	0	United States	Alamo	0	67	39.89	Yes	Fiber Optic	19	No	No	No	Month-to-Month	Yes	Mailed Check	75.7	0.0	4
9355-NPPFS	Female	1954/02/19	No	No	0	United States	Fremont	0	26	19.21	Yes	Fiber Optic	15	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	78.8	0.0	3
5828-DWPIL	Male	1956/11/28	Yes	No	0	United States	Livermore	4	62	4.76	Yes	Fiber Optic	3	No	No	No	Month-to-Month	Yes	Bank Withdrawal	89.1	0.0	4
2931-FSOHN	Male	1948/05/19	No	No	0	United States	Napa	0	13	49.9	Yes	DSL	30	No	No	No	Month-to-Month	Yes	Bank Withdrawal	59.9	0.0	5
9971-ZWPBF	Male	1954/06/19	Yes	Yes	1	United States	Orinda	7	34	11.74	Yes	Fiber Optic	12	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	108.9	0.0	3
8421-WZOOW	Female	1949/07/16	Yes	Yes	1	United States	Rio Vista	8	57	28.25	Yes	Fiber Optic	15	Yes	No	No	Month-to-Month	Yes	Credit Card	95.3	0.0	3
2957-JIRMN	Female	1955/05/15	No	No	0	United States	Vallejo	0	62	19.52	Yes	Fiber Optic	3	No	No	No	One Year	No	Bank Withdrawal	84.45	0.0	4
5271-DBYSJ	Male	1944/12/13	No	No	0	United States	Berkeley	0	11	26.84	Yes	Fiber Optic	15	No	Yes	Yes	Month-to-Month	Yes	Credit Card	79.15	0.0	5
3915-ODIYG	Male	1952/12/18	No	No	0	United States	Cotati	0	60	10.2	Yes	DSL	29	No	Yes	Yes	One Year	Yes	Bank Withdrawal	71.75	0.0	3
5671-UUNXD	Female	1945/09/24	Yes	No	0	United States	Nicasio	1	50	36.58	Yes	Fiber Optic	23	Yes	Yes	Yes	One Year	Yes	Bank Withdrawal	100.65	0.0	3
4698-KVLLG	Female	1958/01/25	No	No	0	United States	San Quentin	0	51	47.46	No		0	No	No	No	Two Year	No	Credit Card	19.6	0.0	5
0282-NVSJS	Female	1954/08/30	Yes	Yes	1	United States	Aromas	1	12	0.0	Yes	DSL	14	Yes	No	No	Month-to-Month	Yes	Mailed Check	29.3	0.0	4
7537-CBQUZ	Male	1956/03/14	No	No	0	United States	Castroville	0	63	26.11	Yes	Fiber Optic	20	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	109.4	0.0	3
4750-UKWJK	Female	1947/05/02	Yes	No	0	United States	Gilroy	1	37	25.35	No		0	No	No	No	One Year	No	Mailed Check	19.6	0.0	4
4884-ZTHVF	Female	1944/01/07	No	No	0	United States	Santa Cruz	0	8	39.01	Yes	Fiber Optic	28	No	No	No	Month-to-Month	Yes	Bank Withdrawal	87.1	0.0	5
3055-OYMSE	Female	1949/07/31	No	No	0	United States	Saratoga	0	53	16.74	Yes	Fiber Optic	15	No	No	No	Month-to-Month	Yes	Credit Card	73.8	0.0	3
1468-DEFNC	Male	1955/08/30	Yes	Yes	1	United States	San Jose	9	64	37.09	No		0	No	No	No	Two Year	Yes	Bank Withdrawal	24.4	0.0	3
9605-WGJVW	Female	1955/12/13	No	No	0	United States	Stockton	0	1	22.34	Yes	Fiber Optic	12	No	No	No	Month-to-Month	Yes	Bank Withdrawal	70.2	0.0	5
4627-MIHJH	Female	1952/02/13	No	No	0	United States	Stockton	0	69	23.4	Yes	Fiber Optic	27	Yes	Yes	Yes	Two Year	No	Credit Card	110.25	0.0	3
5553-AOINX	Female	1957/02/06	Yes	Yes	1	United States	Copperopolis	6	66	39.38	Yes	Fiber Optic	30	No	Yes	Yes	One Year	Yes	Bank Withdrawal	104.9	0.0	4
3258-SANFR	Male	1955/02/15	No	No	0	United States	Big Oak Flat	0	6	19.74	Yes	DSL	7	No	No	No	Month-to-Month	No	Credit Card	44.7	0.0	3
4833-QTJNO	Male	1958/05/21	Yes	No	0	United States	Coulterville	10	67	44.9	Yes	Fiber Optic	20	No	No	No	Month-to-Month	No	Bank Withdrawal	83.85	0.0	3
2322-VCZHZ	Male	1954/05/12	Yes	No	0	United States	El Portal	3	23	31.53	Yes	Fiber Optic	20	No	Yes	No	Month-to-Month	Yes	Bank Withdrawal	90.0	0.0	3
6383-ZTSIW	Female	1947/06/29	Yes	No	0	United States	Gustine	6	39	9.13	Yes	Fiber Optic	18	No	Yes	No	One Year	No	Mailed Check	99.1	0.0	3
0118-JPNOY	Female	1953/02/17	No	No	0	United States	Le Grand	0	26	33.74	Yes	Fiber Optic	7	No	No	No	Month-to-Month	Yes	Credit Card	85.8	0.0	3
9000-PLFUZ	Female	1954/10/16	Yes	No	0	United States	Merced	3	60	0.0	Yes	DSL	22	No	Yes	No	Two Year	Yes	Credit Card	49.45	0.0	3
7779-ORAEL	Male	1947/08/29	Yes	No	0	United States	Mi Wuk Village	4	45	9.39	Yes	DSL	22	Yes	Yes	No	Two Year	No	Credit Card	75.15	0.0	3
0644-OQMDK	Male	1955/12/24	No	No	0	United States	Merced	0	4	6.18	Yes	Fiber Optic	12	No	No	No	Month-to-Month	Yes	Bank Withdrawal	70.65	0.0	4
1658-XUHBX	Female	1949/08/21	Yes	Yes	1	United States	Modesto	3	59	16.15	Yes	Fiber Optic	26	No	Yes	No	Month-to-Month	Yes	Credit Card	88.75	0.0	3
2378-HTWFW	Male	1946/08/07	No	No	0	United States	Newman	0	35	26.19	Yes	Fiber Optic	19	No	Yes	No	Month-to-Month	No	Credit Card	91.0	0.0	3
3719-TDVQB	Female	1956/12/03	Yes	No	0	United States	Ripon	3	54	23.94	No		0	No	No	No	Two Year	Yes	Mailed Check	18.95	0.0	4
0201-MIBOL	Female	1956/03/23	No	No	0	United States	Salida	0	66	10.45	Yes	Fiber Optic	20	No	Yes	Yes	Two Year	Yes	Bank Withdrawal	102.4	0.0	3
8495-PRWFH	Female	1958/06/30	No	No	0	United States	Waterford	0	42	27.0	Yes	Cable	30	No	No	No	Month-to-Month	No	Bank Withdrawal	55.65	0.0	4
0439-IFYUN	Female	1946/07/05	No	No	0	United States	Escondido	0	18	21.09	Yes	Fiber Optic	18	No	No	No	Month-to-Month	Yes	Bank Withdrawal	74.7	0.0	4
6458-CYIDZ	Female	1952/03/18	No	No	0	United States	Albion	0	5	36.27	Yes	Fiber Optic	17	No	No	No	Month-to-Month	No	Bank Withdrawal	80.7	0.0	4
1932-UEDCX	Male	1945/08/27	Yes	No	0	United States	Manchester	6	33	44.1	Yes	Fiber Optic	22	No	Yes	No	Month-to-Month	Yes	Bank Withdrawal	100.6	0.0	4
5188-HGMLP	Male	1951/05/22	Yes	No	0	United States	Middletown	10	54	35.16	Yes	Fiber Optic	5	No	No	No	Month-to-Month	No	Bank Withdrawal	74.0	0.0	5
5331-RGMTT	Male	1957/05/04	Yes	No	0	United States	Point Arena	0	54	38.48	Yes	Fiber Optic	13	No	Yes	No	Month-to-Month	Yes	Credit Card	99.05	0.0	5
4476-OSWTN	Male	1951/03/21	Yes	No	0	United States	Witter Springs	2	69	8.3	Yes	Fiber Optic	14	Yes	Yes	No	One Year	Yes	Mailed Check	110.55	0.0	3
6726-WEXXK	Male	1952/02/20	Yes	No	0	United States	Fields Landing	7	27	41.11	Yes	Fiber Optic	14	No	No	No	One Year	Yes	Bank Withdrawal	85.9	0.0	3
4023-RTIQM	Female	1952/07/21	Yes	No	0	United States	Redcrest	10	31	0.0	Yes	DSL	21	No	Yes	No	One Year	Yes	Credit Card	50.4	0.0	3
7872-RDDLZ	Female	1956/09/12	No	No	0	United States	Piercy	0	67	48.43	Yes	DSL	28	No	No	No	Month-to-Month	No	Bank Withdrawal	54.9	0.0	4
3162-KKZXO	Female	1949/05/29	No	No	0	United States	Citrus Heights	0	55	29.6	Yes	Fiber Optic	3	No	Yes	No	One Year	Yes	Bank Withdrawal	100.15	0.0	4
8904-OPDCK	Male	1948/06/11	Yes	No	0	United States	Citrus Heights	4	54	0.0	Yes	DSL	4	No	No	No	Month-to-Month	Yes	Bank Withdrawal	24.95	0.0	3
6048-QBXKL	Female	1956/05/11	No	No	0	United States	Madison	0	2	31.74	Yes	DSL	25	No	No	No	Month-to-Month	Yes	Credit Card	56.55	0.0	4
6734-FQAJX	Male	1959/11/06	No	No	0	United States	Somerset	0	67	34.23	Yes	Fiber Optic	11	Yes	Yes	Yes	Two Year	Yes	Bank Withdrawal	105.05	0.0	4
2378-VTKDH	Male	1948/05/01	Yes	No	0	United States	Woodland	9	65	8.59	Yes	Fiber Optic	7	No	Yes	No	Month-to-Month	Yes	Bank Withdrawal	104.35	0.0	5
2974-GGUXS	Female	1950/04/06	Yes	No	0	United States	Granite Bay	0	36	11.32	Yes	Fiber Optic	16	No	No	No	Month-to-Month	Yes	Credit Card	91.95	17.76	5
7994-XIRTR	Male	1945/03/20	No	No	0	United States	Roseville	0	54	5.14	Yes	DSL	6	Yes	Yes	No	One Year	No	Bank Withdrawal	65.25	33.07	4
5298-GSTLM	Female	1950/03/04	No	No	0	United States	Sacramento	0	60	48.92	Yes	Fiber Optic	11	No	Yes	No	One Year	Yes	Bank Withdrawal	101.4	0.0	4
6121-TNHBO	Female	1953/02/04	No	No	0	United States	Sacramento	0	63	15.62	Yes	DSL	18	Yes	No	No	One Year	No	Bank Withdrawal	83.0	0.0	3
5119-NZPTV	Male	1954/09/02	Yes	No	0	United States	Sacramento	9	2	34.99	Yes	Fiber Optic	24	No	No	No	Month-to-Month	No	Bank Withdrawal	70.1	0.0	4
3865-ZYKAD	Male	1947/01/27	Yes	No	0	United States	Sacramento	7	69	14.76	Yes	Fiber Optic	14	No	No	No	Month-to-Month	Yes	Credit Card	84.9	0.0	3
2205-LPVGL	Male	1953/07/31	Yes	Yes	1	United States	Colusa	1	58	18.43	Yes	Fiber Optic	10	Yes	No	No	One Year	Yes	Bank Withdrawal	89.85	0.0	3
4868-AADLV	Male	1947/11/09	Yes	Yes	2	United States	Durham	0	66	3.27	Yes	Fiber Optic	10	Yes	Yes	No	One Year	Yes	Bank Withdrawal	116.25	0.0	3
3256-EZDBI	Male	1953/06/20	Yes	No	0	United States	Greenville	1	51	0.0	Yes	DSL	21	No	No	No	Month-to-Month	Yes	Credit Card	29.45	0.0	4
4726-DLWQN	Male	1955/07/08	No	No	0	United States	Live Oak	0	50	25.23	Yes	DSL	23	No	No	No	Month-to-Month	Yes	Bank Withdrawal	70.35	0.0	3
3518-FSTWG	Male	1957/08/03	Yes	No	0	United States	Paradise	1	72	17.71	Yes	Fiber Optic	4	No	Yes	Yes	Two Year	Yes	Bank Withdrawal	109.55	0.0	3
0230-UBYPQ	Male	1948/07/22	Yes	No	0	United States	Hyampom	2	63	0.0	Yes	DSL	7	Yes	No	No	One Year	No	Bank Withdrawal	36.1	0.0	3
1763-KUAAW	Female	1947/02/18	No	No	0	United States	Junction City	0	18	37.53	No		0	No	No	No	One Year	No	Bank Withdrawal	20.35	0.0	4
1104-TNLZA	Male	1957/08/20	Yes	No	0	United States	Klamath River	8	28	24.35	Yes	Fiber Optic	15	Yes	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	105.8	0.0	3
5195-KPUNQ	Female	1952/06/26	No	No	0	United States	Lakehead	0	53	34.58	Yes	Fiber Optic	28	Yes	Yes	Yes	One Year	Yes	Credit Card	96.75	0.0	4
3908-MKIMJ	Male	1945/04/18	Yes	No	0	United States	Mount Shasta	9	68	0.0	Yes	Cable	28	No	No	No	Two Year	Yes	Bank Withdrawal	41.95	0.0	3
6969-MVBAI	Female	1958/09/19	No	No	0	United States	Davis Creek	0	9	40.0	Yes	Fiber Optic	4	No	No	No	Month-to-Month	Yes	Bank Withdrawal	90.1	0.0	5
2453-SAFNS	Female	1956/01/09	No	No	0	United States	Likely	0	54	45.43	Yes	Cable	2	Yes	No	No	One Year	No	Credit Card	72.1	0.0	5
7426-GSWPO	Male	1946/07/21	No	No	0	United States	Portola	0	64	19.2	Yes	Fiber Optic	18	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	103.5	0.0	3
4909-JOUPP	Male	1948/09/03	Yes	No	0	United States	Tahoma	5	72	27.74	Yes	Fiber Optic	3	Yes	Yes	Yes	Two Year	No	Credit Card	109.7	0.0	4
6437-UDQJM	Female	1952/07/19	Yes	No	0	United States	Los Angeles	5	72	47.4	Yes	DSL	28	No	Yes	Yes	Two Year	Yes	Credit Card	84.1	0.0	3
1226-IENZN	Male	1956/04/04	No	No	0	United States	Los Angeles	0	16	39.52	Yes	Fiber Optic	17	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	78.75	0.0	4
3411-WLRSQ	Female	1944/11/14	Yes	No	0	United States	Los Angeles	3	3	39.51	Yes	Fiber Optic	17	No	No	No	Month-to-Month	Yes	Bank Withdrawal	74.6	0.0	5
0822-QGCXA	Female	1948/06/04	Yes	No	0	United States	Los Angeles	5	27	3.43	Yes	DSL	21	Yes	Yes	Yes	Month-to-Month	No	Bank Withdrawal	83.85	0.0	5
3588-WSTTJ	Female	1946/06/29	No	No	0	United States	Los Angeles	0	35	31.64	Yes	Fiber Optic	7	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	99.05	0.0	4
3798-EPWRR	Female	1950/02/01	No	No	0	United States	Beverly Hills	0	2	19.09	Yes	DSL	30	No	No	No	Month-to-Month	No	Bank Withdrawal	43.95	0.0	5
2452-MRMZF	Female	1954/05/09	Yes	No	0	United States	Inglewood	9	72	8.48	No		0	No	No	No	Two Year	Yes	Credit Card	25.7	0.0	3
4989-LIXVT	Male	1958/07/26	No	No	0	United States	Santa Monica	0	68	19.67	Yes	Fiber Optic	28	No	Yes	No	Month-to-Month	Yes	Bank Withdrawal	95.9	0.0	3
5481-NTDOH	Female	1957/04/07	Yes	No	0	United States	Whittier	8	67	38.47	Yes	Fiber Optic	20	No	Yes	No	One Year	Yes	Credit Card	107.05	0.0	3
0749-IRGQE	Female	1956/11/07	Yes	No	0	United States	Buena Park	5	13	0.0	Yes	DSL	9	No	Yes	No	Month-to-Month	No	Bank Withdrawal	45.3	0.0	4
1754-GKYPY	Male	1959/10/28	Yes	No	0	United States	Carson	8	22	22.38	Yes	Fiber Optic	14	No	Yes	Yes	Month-to-Month	Yes	Bank Withdrawal	89.75	0.0	3
1591-MQJTP	Male	1948/05/05	Yes	No	0	United States	Long Beach	7	51	2.21	Yes	Fiber Optic	10	No	Yes	No	One Year	Yes	Bank Withdrawal	93.65	0.0	4
7471-MQPOS	Male	1950/04/11	Yes	Yes	3	United States	Long Beach	1	71	46.11	Yes	DSL	20	Yes	Yes	No	One Year	Yes	Bank Withdrawal	72.9	0.0	4
3259-KNMRR	Male	1952/05/03	No	No	0	United States	Montrose	0	57	9.1	Yes	DSL	16	No	Yes	No	Two Year	Yes	Bank Withdrawal	79.75	0.0	4
6120-RJKLU	Female	1955/04/16	Yes	No	0	United States	Sierra Madre	9	62	24.62	Yes	DSL	29	Yes	Yes	No	Two Year	Yes	Credit Card	79.95	0.0	4
4323-OHFOW	Female	1952/11/02	Yes	No	0	United States	Newhall	1	70	33.74	Yes	Fiber Optic	24	Yes	Yes	No	One Year	Yes	Bank Withdrawal	105.55	0.0	4
6563-VNPMN	Female	1944/04/15	No	No	0	United States	Sylmar	0	45	4.14	Yes	Fiber Optic	20	Yes	No	No	Month-to-Month	Yes	Bank Withdrawal	85.7	0.0	4
2267-WTPYD	Female	1947/10/07	Yes	No	0	United States	Granada Hills	1	57	23.05	Yes	Fiber Optic	30	No	Yes	No	Month-to-Month	No	Credit Card	94.0	0.0	5
